               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.032549,            0.013357,            0.020075,             0.87179,             0.78707,             0.91504,             0.50251,            0.027697,           0.0070246,            0.014007,            0.004819,            0.004819,            0.004819
                 159,            0.034771,            0.012274,            0.018798,             0.86039,             0.79773,             0.92174,             0.51188,            0.027916,           0.0069749,            0.015056,            0.004786,            0.004786,            0.004786
                 160,             0.03632,            0.012516,            0.019866,             0.82912,              0.8043,             0.89342,             0.48042,            0.027007,           0.0071888,            0.015593,            0.004753,            0.004753,            0.004753
                 161,             0.03424,            0.012614,            0.018589,             0.85966,             0.79131,             0.90212,             0.50119,            0.028162,           0.0071039,            0.016301,             0.00472,             0.00472,             0.00472
                 162,            0.033041,            0.012529,            0.018095,             0.86364,             0.76948,             0.88579,             0.50796,            0.026615,           0.0072584,            0.015839,            0.004687,            0.004687,            0.004687
                 163,            0.034317,             0.01301,            0.017273,             0.84309,             0.70942,             0.86901,             0.47275,            0.028337,           0.0073314,            0.016094,            0.004654,            0.004654,            0.004654
                 164,            0.034701,            0.013651,            0.020009,             0.82883,             0.79216,             0.90401,             0.47602,            0.028026,           0.0073133,            0.016665,            0.004621,            0.004621,            0.004621
                 165,            0.034417,            0.012562,            0.020156,             0.82731,             0.73097,              0.8924,             0.48257,            0.027369,           0.0074219,            0.017655,            0.004588,            0.004588,            0.004588
                 166,            0.033717,            0.013091,            0.017814,             0.79511,             0.79955,             0.89168,             0.49628,            0.027155,           0.0073249,            0.016993,            0.004555,            0.004555,            0.004555
                 167,            0.034489,            0.012454,            0.016514,             0.78855,              0.8004,             0.90215,             0.52168,            0.025741,           0.0071143,            0.016704,            0.004522,            0.004522,            0.004522
                 168,            0.032094,            0.012918,            0.018727,              0.8576,             0.74014,             0.90077,              0.5126,            0.026793,           0.0069897,            0.016691,            0.004489,            0.004489,            0.004489
                 169,            0.034053,            0.013831,            0.017009,             0.86034,             0.77198,             0.90795,             0.52403,             0.02576,           0.0071204,            0.015875,            0.004456,            0.004456,            0.004456
                 170,            0.035198,            0.012529,            0.018103,             0.85846,             0.78413,             0.91652,             0.52827,            0.025486,           0.0068742,            0.014888,            0.004423,            0.004423,            0.004423
                 171,            0.034245,            0.012398,            0.017254,               0.899,             0.78439,             0.93227,             0.51772,            0.026838,           0.0068959,            0.015043,             0.00439,             0.00439,             0.00439
                 172,            0.035854,            0.012945,            0.020774,              0.8487,             0.75104,             0.90408,             0.48584,            0.027496,           0.0070606,            0.016798,            0.004357,            0.004357,            0.004357
                 173,            0.034365,            0.014172,            0.016131,             0.91558,              0.6563,             0.87857,             0.45541,            0.029335,           0.0076892,            0.017875,            0.004324,            0.004324,            0.004324
                 174,            0.032811,            0.011488,            0.014789,              0.8596,             0.69087,             0.87414,             0.47088,             0.02814,           0.0073788,            0.015477,            0.004291,            0.004291,            0.004291
                 175,            0.033411,            0.012082,            0.017465,             0.82843,             0.78173,             0.92187,             0.52504,            0.026794,           0.0072996,            0.014723,            0.004258,            0.004258,            0.004258
                 176,            0.032152,            0.013073,            0.019404,             0.88123,             0.71973,             0.90736,             0.50474,            0.027458,           0.0074103,            0.015372,            0.004225,            0.004225,            0.004225
                 177,            0.034089,            0.013526,            0.018698,             0.83704,              0.7584,             0.89806,             0.47751,            0.027254,           0.0078834,            0.016096,            0.004192,            0.004192,            0.004192
                 178,            0.035973,            0.012224,            0.017537,              0.7918,             0.69786,              0.8748,             0.49374,            0.027269,           0.0075848,            0.017011,            0.004159,            0.004159,            0.004159
                 179,            0.032182,            0.012322,             0.01608,             0.88177,             0.75838,             0.92003,             0.52301,            0.025588,            0.007367,            0.014304,            0.004126,            0.004126,            0.004126
                 180,            0.031747,            0.013088,            0.016617,             0.89325,             0.74956,             0.90882,             0.52665,            0.027096,           0.0074654,            0.013756,            0.004093,            0.004093,            0.004093
                 181,            0.033104,             0.01243,            0.016449,              0.9207,             0.71791,             0.90384,             0.51342,            0.026965,           0.0074636,            0.013346,             0.00406,             0.00406,             0.00406
                 182,            0.031264,            0.013043,            0.016698,             0.85464,             0.71742,             0.87071,             0.50041,            0.026629,            0.007403,            0.014276,            0.004027,            0.004027,            0.004027
                 183,            0.032557,            0.011639,            0.016668,              0.7801,             0.80225,             0.89625,              0.5228,            0.027178,           0.0075174,            0.016209,            0.003994,            0.003994,            0.003994
                 184,            0.030501,             0.01173,            0.018595,             0.72664,             0.73306,             0.82569,             0.48012,             0.02876,           0.0077616,            0.019333,            0.003961,            0.003961,            0.003961
                 185,            0.032056,            0.013119,            0.018224,             0.76225,             0.73994,             0.83834,              0.4733,            0.027266,           0.0078377,            0.020079,            0.003928,            0.003928,            0.003928
                 186,             0.03203,            0.011999,            0.016344,             0.88152,             0.69954,             0.88799,             0.47885,            0.026224,           0.0074249,            0.015901,            0.003895,            0.003895,            0.003895
                 187,            0.033105,             0.01236,             0.01588,             0.87279,             0.69122,             0.88433,             0.50128,            0.026642,           0.0073887,            0.015784,            0.003862,            0.003862,            0.003862
                 188,            0.033914,            0.012408,            0.017924,              0.8981,             0.68743,             0.88357,             0.45572,            0.029022,           0.0073323,            0.015972,            0.003829,            0.003829,            0.003829
                 189,            0.032512,            0.013117,            0.014504,             0.91971,              0.6815,             0.90036,             0.48293,            0.027954,           0.0075117,            0.014883,            0.003796,            0.003796,            0.003796
                 190,            0.033554,            0.013008,            0.015216,             0.89322,             0.81706,             0.91852,             0.52735,            0.027421,           0.0073768,            0.013274,            0.003763,            0.003763,            0.003763
                 191,            0.033522,            0.012526,            0.016728,             0.89849,             0.80851,             0.92348,              0.5244,            0.025985,           0.0071891,            0.013635,             0.00373,             0.00373,             0.00373
                 192,            0.032326,            0.013946,            0.015088,              0.8634,             0.78246,             0.90211,              0.5379,             0.02588,           0.0071301,            0.014124,            0.003697,            0.003697,            0.003697
                 193,            0.031189,            0.012512,            0.016898,             0.82791,             0.77973,             0.91459,             0.51422,            0.026153,           0.0070648,             0.01476,            0.003664,            0.003664,            0.003664
                 194,            0.032015,             0.01137,            0.015865,             0.84869,             0.71913,             0.89214,             0.50491,            0.026667,           0.0070173,            0.015275,            0.003631,            0.003631,            0.003631
                 195,            0.030332,            0.012301,            0.014038,             0.85022,             0.81751,             0.91882,             0.51576,            0.026311,           0.0068393,            0.014362,            0.003598,            0.003598,            0.003598
                 196,            0.031506,            0.013053,            0.015489,             0.86772,             0.80223,             0.92131,             0.50987,            0.027743,           0.0067539,            0.013888,            0.003565,            0.003565,            0.003565
                 197,            0.031682,            0.011367,            0.015835,             0.84917,             0.78799,             0.89862,              0.5265,            0.026195,           0.0069958,            0.014146,            0.003532,            0.003532,            0.003532
                 198,            0.031755,            0.012104,            0.017606,              0.9181,             0.72809,             0.92358,             0.54574,            0.026093,           0.0069762,            0.014087,            0.003499,            0.003499,            0.003499
                 199,            0.029343,            0.013451,            0.014524,             0.84493,             0.74618,             0.90078,             0.54905,            0.025487,           0.0069107,            0.015717,            0.003466,            0.003466,            0.003466
                 200,            0.031006,             0.01262,            0.015085,             0.82188,             0.77241,             0.90545,               0.523,            0.027422,           0.0069306,            0.015977,            0.003433,            0.003433,            0.003433
                 201,            0.031294,            0.012386,            0.015378,             0.88048,             0.71855,              0.9016,             0.54142,            0.025563,           0.0069904,            0.015061,              0.0034,              0.0034,              0.0034
                 202,            0.031389,            0.012185,            0.017268,             0.74794,             0.81351,             0.86466,             0.48466,            0.027504,           0.0074999,            0.018092,            0.003367,            0.003367,            0.003367
                 203,            0.028441,            0.012657,            0.013209,             0.81552,             0.67936,             0.82914,             0.46658,            0.026896,           0.0072983,            0.019549,            0.003334,            0.003334,            0.003334
                 204,            0.031714,            0.012059,            0.012106,             0.80848,             0.67356,             0.82705,             0.42878,            0.029806,           0.0072702,            0.019576,            0.003301,            0.003301,            0.003301
                 205,            0.031858,            0.012058,            0.017301,             0.81293,              0.7372,             0.87221,             0.51317,            0.025799,           0.0072045,             0.01805,            0.003268,            0.003268,            0.003268
                 206,            0.029265,            0.012556,            0.014873,             0.88428,             0.68569,             0.88597,             0.50565,            0.026333,           0.0068793,            0.016095,            0.003235,            0.003235,            0.003235
                 207,            0.029036,            0.012844,            0.012647,             0.84329,             0.75336,             0.90527,              0.4956,            0.026592,           0.0067278,            0.014903,            0.003202,            0.003202,            0.003202
                 208,            0.031089,            0.011865,            0.015581,             0.82278,             0.80744,             0.91017,             0.51756,            0.026124,           0.0066615,            0.014147,            0.003169,            0.003169,            0.003169
                 209,            0.028531,             0.01208,            0.014234,             0.88263,             0.79213,             0.89374,             0.52071,            0.025754,           0.0066577,            0.013859,            0.003136,            0.003136,            0.003136
                 210,            0.030198,            0.012494,            0.014471,             0.87221,             0.81318,             0.90692,             0.53451,            0.026135,           0.0067019,            0.013548,            0.003103,            0.003103,            0.003103
                 211,            0.031094,            0.011837,            0.014612,             0.90439,             0.78668,             0.91552,             0.54452,            0.025911,           0.0069118,            0.012751,             0.00307,             0.00307,             0.00307
                 212,            0.029929,            0.010651,            0.013619,             0.87813,             0.77676,             0.91487,             0.53626,            0.026421,           0.0070645,            0.013026,            0.003037,            0.003037,            0.003037
                 213,            0.029717,             0.01254,            0.013949,              0.8881,             0.76769,             0.90931,             0.52055,            0.026299,           0.0071675,            0.013396,            0.003004,            0.003004,            0.003004
                 214,            0.030744,            0.012952,            0.015254,             0.89545,             0.75754,             0.90588,             0.53911,            0.026352,           0.0071494,             0.01354,            0.002971,            0.002971,            0.002971
                 215,             0.02879,             0.01223,            0.012195,             0.91097,             0.76705,             0.90301,             0.54756,            0.025762,           0.0071645,            0.013222,            0.002938,            0.002938,            0.002938
                 216,            0.030764,             0.01134,            0.015549,             0.93932,             0.74988,             0.90362,             0.54113,            0.025143,           0.0070966,            0.012778,            0.002905,            0.002905,            0.002905
                 217,            0.030809,            0.011321,            0.013894,             0.90553,             0.73737,             0.89346,             0.55269,            0.024884,           0.0071182,             0.01296,            0.002872,            0.002872,            0.002872
                 218,            0.030136,            0.012152,            0.013309,             0.88448,             0.72694,             0.88073,             0.52498,            0.025779,           0.0070985,            0.013046,            0.002839,            0.002839,            0.002839
                 219,            0.030295,            0.012149,            0.016627,              0.9132,             0.72053,             0.89891,             0.51564,            0.025694,           0.0071052,            0.012494,            0.002806,            0.002806,            0.002806
                 220,             0.02933,            0.011382,            0.013092,             0.84921,             0.81359,             0.92793,             0.53903,            0.025267,            0.007075,            0.012366,            0.002773,            0.002773,            0.002773
                 221,            0.031371,            0.011598,            0.014483,             0.85216,              0.8274,             0.92353,             0.56035,            0.025051,           0.0071304,            0.012259,             0.00274,             0.00274,             0.00274
                 222,            0.028479,            0.011342,            0.012449,             0.85553,             0.84357,              0.9238,             0.56662,            0.024916,           0.0070846,            0.012117,            0.002707,            0.002707,            0.002707
                 223,            0.029132,            0.011616,            0.014437,             0.88722,              0.7838,             0.93071,               0.553,            0.025843,           0.0071401,            0.014033,            0.002674,            0.002674,            0.002674
                 224,            0.030184,            0.011291,            0.015797,             0.78403,             0.81015,             0.91762,              0.5451,            0.025378,           0.0070935,            0.014894,            0.002641,            0.002641,            0.002641
                 225,            0.030903,            0.011357,            0.015865,             0.81763,             0.79924,             0.92268,              0.5192,             0.02674,           0.0071338,            0.017064,            0.002608,            0.002608,            0.002608
                 226,            0.029887,            0.012204,            0.013956,              0.8804,              0.7752,             0.91659,              0.5523,            0.025374,            0.007026,            0.015404,            0.002575,            0.002575,            0.002575
                 227,             0.02793,            0.012151,            0.011023,             0.88866,             0.77648,             0.92635,             0.54476,            0.025046,           0.0069744,             0.01376,            0.002542,            0.002542,            0.002542
                 228,            0.027637,            0.011768,            0.012273,             0.87992,             0.79614,             0.92293,             0.54704,            0.024917,           0.0069285,            0.013378,            0.002509,            0.002509,            0.002509
                 229,            0.030692,            0.012961,             0.01407,             0.85262,             0.80166,             0.92242,              0.5514,            0.024963,           0.0070656,            0.013338,            0.002476,            0.002476,            0.002476
                 230,            0.028264,            0.012214,            0.012237,             0.88142,              0.7742,              0.9118,              0.5433,            0.024523,           0.0070561,            0.012751,            0.002443,            0.002443,            0.002443
                 231,            0.029301,            0.011796,            0.013699,             0.87812,             0.80084,             0.92731,             0.56632,            0.024904,           0.0069544,            0.012409,             0.00241,             0.00241,             0.00241
                 232,            0.029269,            0.011209,            0.015543,             0.89448,             0.78563,             0.90835,             0.55359,            0.024814,           0.0068388,            0.012437,            0.002377,            0.002377,            0.002377
                 233,            0.027138,            0.011834,            0.012861,             0.91679,             0.77568,             0.90427,             0.54817,            0.024781,           0.0068187,            0.012465,            0.002344,            0.002344,            0.002344
                 234,            0.027137,            0.011149,             0.01171,             0.91266,             0.78854,             0.91684,             0.56435,            0.024543,           0.0067353,            0.012506,            0.002311,            0.002311,            0.002311
                 235,            0.027417,            0.010969,            0.012348,             0.91046,             0.78651,             0.92718,             0.58084,            0.024237,           0.0067732,            0.012279,            0.002278,            0.002278,            0.002278
                 236,            0.027809,            0.011605,            0.015362,             0.89212,              0.7769,             0.92359,             0.57298,            0.023615,           0.0068301,            0.012817,            0.002245,            0.002245,            0.002245
                 237,            0.027091,            0.011507,            0.010471,             0.85504,             0.79973,             0.90556,             0.54409,            0.024126,           0.0069513,            0.014827,            0.002212,            0.002212,            0.002212
                 238,            0.028412,            0.011561,            0.011525,             0.82051,             0.72509,             0.87961,             0.49353,            0.026013,           0.0070804,             0.01686,            0.002179,            0.002179,            0.002179
                 239,            0.026193,            0.011121,            0.010724,             0.83633,             0.74416,               0.879,             0.50892,            0.024444,           0.0069813,             0.01684,            0.002146,            0.002146,            0.002146
                 240,            0.027504,            0.011546,            0.012605,             0.85469,             0.73797,              0.8774,             0.49148,            0.025104,           0.0069766,            0.017478,            0.002113,            0.002113,            0.002113
                 241,            0.026875,              0.0123,            0.013153,             0.87872,             0.72705,             0.88148,             0.53094,            0.023525,           0.0068258,            0.015919,             0.00208,             0.00208,             0.00208
                 242,            0.027022,            0.012372,            0.012635,             0.83022,             0.73939,             0.87817,             0.53063,            0.023967,           0.0067524,            0.016331,            0.002047,            0.002047,            0.002047
                 243,            0.027923,            0.010768,            0.014053,             0.80701,              0.7938,              0.8913,             0.53675,             0.02415,           0.0067756,             0.01573,            0.002014,            0.002014,            0.002014
                 244,            0.025893,            0.010341,            0.012691,             0.74694,             0.75079,             0.87782,             0.54244,             0.02355,           0.0068331,            0.015619,            0.001981,            0.001981,            0.001981
                 245,            0.027659,            0.011275,            0.013471,             0.79239,             0.69883,             0.88127,             0.52301,             0.02385,           0.0068004,            0.015234,            0.001948,            0.001948,            0.001948
                 246,            0.027484,            0.012495,            0.012692,             0.73897,             0.80486,             0.89938,             0.56103,            0.023176,           0.0067222,            0.014589,            0.001915,            0.001915,            0.001915
                 247,            0.027105,            0.011489,            0.012307,             0.83111,              0.8233,              0.9187,             0.57061,            0.023257,           0.0067086,            0.014666,            0.001882,            0.001882,            0.001882
                 248,            0.027642,            0.010108,            0.014713,             0.88139,             0.74552,             0.91518,             0.56216,            0.023386,           0.0066724,            0.015237,            0.001849,            0.001849,            0.001849
                 249,            0.025102,            0.011485,            0.011205,             0.86758,             0.76833,             0.91643,             0.54827,            0.023804,           0.0067494,            0.017299,            0.001816,            0.001816,            0.001816
                 250,            0.027352,            0.011055,            0.012598,             0.86085,             0.73464,               0.915,             0.54665,            0.023786,           0.0068398,            0.017341,            0.001783,            0.001783,            0.001783
                 251,            0.027807,            0.010699,            0.010265,             0.84172,              0.7645,             0.92561,             0.56971,            0.023588,           0.0066721,            0.015473,             0.00175,             0.00175,             0.00175
                 252,            0.025766,            0.010966,            0.012948,             0.84102,             0.75622,             0.92518,              0.5833,            0.023372,           0.0066578,            0.014453,            0.001717,            0.001717,            0.001717
                 253,            0.027282,            0.011613,            0.011935,             0.81754,              0.8165,             0.92045,              0.5622,            0.023334,           0.0065306,            0.012652,            0.001684,            0.001684,            0.001684
                 254,            0.026754,            0.011486,            0.010936,             0.87408,             0.81378,              0.9353,             0.58923,            0.022751,           0.0065173,            0.011337,            0.001651,            0.001651,            0.001651
                 255,            0.026315,            0.011174,            0.011897,              0.8887,             0.80535,             0.93851,             0.58765,            0.022756,           0.0065823,            0.011528,            0.001618,            0.001618,            0.001618
                 256,            0.025742,            0.012546,            0.010855,             0.84647,             0.82076,             0.93692,             0.57322,            0.022975,           0.0066482,            0.011908,            0.001585,            0.001585,            0.001585
                 257,            0.027382,            0.011389,            0.011906,             0.89766,             0.73453,             0.93389,              0.5649,            0.023009,           0.0067357,            0.012792,            0.001552,            0.001552,            0.001552
                 258,            0.026521,              0.0111,            0.012825,             0.86473,             0.76238,             0.90705,             0.55502,            0.023809,           0.0067896,            0.013706,            0.001519,            0.001519,            0.001519
                 259,            0.025383,            0.011753,            0.010878,             0.86123,             0.75344,             0.90553,              0.5505,            0.024054,           0.0068569,            0.014048,            0.001486,            0.001486,            0.001486
                 260,             0.02667,            0.012665,            0.013251,              0.8677,             0.78145,             0.90392,             0.53859,            0.024088,           0.0068588,             0.01414,            0.001453,            0.001453,            0.001453
                 261,            0.026335,            0.011352,            0.013795,             0.84233,                0.74,              0.8852,             0.51969,            0.024833,           0.0068697,            0.014522,             0.00142,             0.00142,             0.00142
                 262,            0.026107,            0.011782,           0.0089133,             0.79778,             0.77144,             0.89417,             0.53476,            0.023922,           0.0068057,            0.014334,            0.001387,            0.001387,            0.001387
                 263,             0.02546,            0.010947,           0.0088556,             0.86234,             0.76034,             0.89296,             0.55696,            0.023398,           0.0067038,            0.013971,            0.001354,            0.001354,            0.001354
                 264,            0.026366,            0.011107,            0.012655,              0.8551,              0.7833,             0.89843,             0.55836,            0.023495,           0.0066556,            0.014025,            0.001321,            0.001321,            0.001321
                 265,            0.025041,            0.010626,            0.012241,             0.86326,             0.75749,             0.89543,             0.56355,            0.023124,           0.0066294,            0.014174,            0.001288,            0.001288,            0.001288
                 266,            0.028602,            0.011688,            0.011583,             0.89017,             0.74111,              0.9011,             0.57312,            0.023141,           0.0066363,            0.014526,            0.001255,            0.001255,            0.001255
                 267,             0.02652,            0.011335,            0.012002,              0.8246,             0.75373,             0.90235,             0.56017,            0.023429,           0.0066797,            0.014842,            0.001222,            0.001222,            0.001222
                 268,            0.024661,            0.010965,            0.010192,             0.82495,             0.76377,             0.90105,             0.56722,            0.023311,           0.0066302,            0.014418,            0.001189,            0.001189,            0.001189
                 269,            0.026185,            0.011606,            0.010028,             0.88315,             0.77003,             0.91091,             0.57277,             0.02319,           0.0066154,            0.013622,            0.001156,            0.001156,            0.001156
                 270,            0.025195,            0.012247,            0.013412,             0.89109,             0.76908,             0.90602,             0.56199,            0.023211,           0.0066114,            0.013081,            0.001123,            0.001123,            0.001123
                 271,             0.02528,             0.01017,            0.013331,             0.89037,             0.77679,             0.91332,             0.57162,            0.022982,           0.0066331,            0.012506,             0.00109,             0.00109,             0.00109
                 272,            0.025527,             0.01155,            0.012269,             0.89525,             0.79267,             0.91816,             0.57882,            0.022923,           0.0066456,            0.012593,            0.001057,            0.001057,            0.001057
                 273,            0.022981,            0.010626,           0.0078054,             0.86617,             0.80679,             0.91528,             0.58338,            0.023134,           0.0067054,            0.012803,            0.001024,            0.001024,            0.001024
                 274,            0.024065,             0.01132,            0.011625,             0.86566,             0.80894,             0.91464,             0.57848,            0.023375,           0.0067307,            0.012725,            0.000991,            0.000991,            0.000991
                 275,            0.026121,             0.01062,            0.013879,             0.88609,             0.79409,             0.91384,             0.55299,            0.023852,           0.0067335,            0.012722,            0.000958,            0.000958,            0.000958
                 276,            0.026984,             0.01114,            0.012745,              0.8834,             0.79862,             0.91035,             0.55495,            0.023501,           0.0067281,            0.012467,            0.000925,            0.000925,            0.000925
                 277,              0.0258,            0.011536,            0.011902,             0.87416,             0.79903,             0.91896,             0.55695,            0.023571,           0.0067074,            0.012514,            0.000892,            0.000892,            0.000892
                 278,            0.023042,            0.009994,            0.010777,             0.85047,             0.76784,              0.9118,             0.57469,            0.022967,           0.0067011,            0.012751,            0.000859,            0.000859,            0.000859
                 279,            0.025329,            0.010654,            0.010849,             0.87533,             0.71182,             0.90803,              0.5725,            0.023086,           0.0067555,            0.013774,            0.000826,            0.000826,            0.000826
                 280,            0.023515,            0.011152,            0.010713,             0.87126,             0.71301,             0.90269,             0.56968,            0.022782,           0.0067392,            0.013965,            0.000793,            0.000793,            0.000793
                 281,             0.02433,            0.010231,           0.0089841,             0.86672,             0.71555,             0.90443,             0.57467,            0.022841,           0.0067249,            0.014255,             0.00076,             0.00076,             0.00076
                 282,             0.02364,            0.010977,           0.0098462,             0.89066,             0.70186,             0.89428,             0.55736,            0.022975,           0.0067041,            0.014063,            0.000727,            0.000727,            0.000727
                 283,            0.024902,            0.011584,            0.010489,             0.89218,             0.69978,             0.89107,             0.56225,            0.022677,           0.0066898,            0.013707,            0.000694,            0.000694,            0.000694
                 284,            0.023573,            0.010998,            0.010492,             0.84362,             0.74178,             0.88504,             0.55925,            0.022451,           0.0066657,            0.013618,            0.000661,            0.000661,            0.000661
                 285,            0.024522,            0.011477,             0.01231,             0.83852,             0.77386,             0.88375,             0.56321,            0.022592,           0.0066367,            0.013439,            0.000628,            0.000628,            0.000628
                 286,            0.023858,             0.01045,           0.0091119,             0.88905,             0.75185,             0.87588,              0.5583,            0.022651,           0.0066133,            0.013109,            0.000595,            0.000595,            0.000595
                 287,            0.023718,             0.01079,            0.010458,             0.90087,             0.76366,             0.89683,             0.56852,             0.02231,           0.0065599,            0.013045,            0.000562,            0.000562,            0.000562
                 288,            0.024223,            0.010489,            0.010428,             0.90184,             0.76465,             0.89243,             0.55701,            0.022387,           0.0065578,            0.013152,            0.000529,            0.000529,            0.000529
                 289,            0.024826,            0.011273,            0.014776,             0.90277,             0.76935,             0.89825,              0.5629,            0.022445,           0.0065743,            0.013334,            0.000496,            0.000496,            0.000496
                 290,            0.024382,            0.010473,            0.013603,             0.90722,              0.7712,             0.89946,             0.56678,            0.022351,           0.0065931,            0.013243,            0.000463,            0.000463,            0.000463
                 291,            0.025102,             0.01101,            0.010988,             0.90912,             0.77594,             0.90142,             0.57138,             0.02237,           0.0066274,            0.013105,             0.00043,             0.00043,             0.00043
                 292,            0.023746,            0.011135,           0.0095857,             0.90733,             0.77707,               0.901,             0.57383,            0.022423,           0.0066213,            0.012998,            0.000397,            0.000397,            0.000397
                 293,            0.024004,            0.010709,            0.010252,             0.90415,             0.77702,             0.90637,             0.57481,            0.022436,            0.006618,            0.012829,            0.000364,            0.000364,            0.000364
                 294,             0.02426,            0.011064,            0.010855,             0.90387,             0.77995,             0.90368,             0.57327,            0.022397,           0.0066369,            0.012783,            0.000331,            0.000331,            0.000331
                 295,            0.025764,            0.011051,            0.011954,             0.90498,             0.78118,             0.90438,             0.56442,            0.022463,           0.0066432,            0.012801,            0.000298,            0.000298,            0.000298
                 296,            0.024375,            0.011022,            0.010802,             0.90448,             0.78161,             0.90438,             0.56537,            0.022522,           0.0066517,            0.012763,            0.000265,            0.000265,            0.000265
                 297,            0.023727,            0.010704,           0.0083174,              0.9072,             0.78287,             0.90897,             0.57383,            0.022574,           0.0066752,            0.012656,            0.000232,            0.000232,            0.000232
                 298,            0.024672,            0.011131,             0.01314,             0.91434,             0.77997,             0.91056,             0.56952,            0.022614,           0.0066931,             0.01267,            0.000199,            0.000199,            0.000199
                 299,            0.025026,             0.01071,            0.011873,             0.91371,             0.77862,             0.91202,             0.57781,             0.02263,           0.0066935,            0.012787,            0.000166,            0.000166,            0.000166
